ModelID,CellLineName,StrippedCellLineName,OncotreeLineage,OncotreePrimaryDisease,BLVRB_RNA,BLVRB_Protein,BLVRB_dependency,BLVRB_effect,Is_Breast_Cancer
ACH-000966,IGROV1,IGROV1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.440962161358775,-1.085100949,0.107153419,-0.232586689,0
ACH-000967,SNU-C2A,SNUC2A,Bowel,Colorectal Adenocarcinoma,6.824704218401829,0.316068915,,,0
ACH-000968,COLO 792,COLO792,Skin,Melanoma,6.517381213987788,,0.016676342,-0.001391486,0
ACH-000969,KM12,KM12,Bowel,Colorectal Adenocarcinoma,5.306973057140827,,0.056889784,-0.131152386,0
ACH-000970,SNU-C5,SNUC5,Bowel,Colorectal Adenocarcinoma,5.354321680205989,-0.841677314,0.01322591,0.058153356,0
ACH-000971,HCT 116,HCT116,Bowel,Colorectal Adenocarcinoma,5.939311218370248,0.129172847,0.080773692,-0.148545557,0
ACH-000972,HEC-151,HEC151,Uterus,Endometrial Carcinoma,5.441971422120512,,0.018613676,0.054934108,0
ACH-000973,639-V,639V,Bladder/Urinary Tract,Urethral Cancer,4.180052357443075,,0.035892454,-0.020961815,0
ACH-000974,SNG-M,SNGM,Uterus,Endometrial Carcinoma,7.137267836985645,-0.440246114,0.015031663,-0.002409522,0
ACH-000975,HCC2450,HCC2450,Lung,Non-Small Cell Lung Cancer,5.753730210422979,,0.01868848,0.023604904,0
ACH-000975,HCC2450,HCC2450,Lung,Non-Small Cell Lung Cancer,5.873488407802507,,0.01868848,0.023604904,0
ACH-000976,HuCCT1,HUCCT1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.063524513542033,,0.032682268,-0.03600057,0
ACH-000977,LNCaP clone FGC,LNCAPCLONEFGC,Prostate,Prostate Adenocarcinoma,7.6415460290875235,1.931077658,0.006518299,0.090538454,0
ACH-000978,EN,EN,Uterus,Endometrial Carcinoma,6.732879691805174,,0.004011598,0.184169143,0
ACH-000979,DU 145,DU145,Prostate,Prostate Adenocarcinoma,5.718147877706096,0.538813487,0.181641763,-0.279014825,0
ACH-000980,NCI-H1155,NCIH1155,Lung,Non-Small Cell Lung Cancer,4.39165088111816,-0.954536687,0.016854231,0.02971444,0
ACH-000981,DND-41,DND41,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,5.8810111477787,,,,0
ACH-000982,GP2d,GP2D,Bowel,Colorectal Adenocarcinoma,5.544686296092619,,,,0
ACH-000983,KCL-22,KCL22,Myeloid,Myeloproliferative Neoplasms,5.730014924385302,,0.025601216,-0.053245884,0
ACH-000984,HEC-6,HEC6,Uterus,Endometrial Carcinoma,6.576239436321479,-0.043745515,0.021406287,0.026619492,0
ACH-000985,LS411N,LS411N,Bowel,Colorectal Adenocarcinoma,5.038809274471086,-0.052442574,0.060019159,-0.132322434,0
ACH-000986,HT115,HT115,Bowel,Colorectal Adenocarcinoma,6.509798752197998,-0.010998415,0.058051641,-0.133335979,0
ACH-000987,MeWo,MEWO,Skin,Melanoma,5.285627853518188,-0.223739095,,,0
ACH-000988,MFE-319,MFE319,Uterus,Endometrial Carcinoma,6.593789979833503,-0.251772207,0.022913249,0.001378017,0
ACH-000989,SNU-175,SNU175,Bowel,Colorectal Adenocarcinoma,6.400332986754932,,,,0
ACH-000990,HEC-108,HEC108,Uterus,Endometrial Carcinoma,6.609865748105487,-0.591264453,,,0
ACH-000991,SNU-81,SNU81,Bowel,Colorectal Adenocarcinoma,6.536775621334378,,0.005482031,0.212228117,0
ACH-000992,BICR 18,BICR18,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,,,0
ACH-000993,JHUEM-7,JHUEM7,Uterus,Endometrial Carcinoma,5.706320570150848,,0.00349143,0.217448568,0
ACH-000994,HEC-59,HEC59,Uterus,Endometrial Carcinoma,6.322241846939456,0.376112218,0.00973979,0.066781326,0
ACH-000995,JURKAT,JURKAT,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,5.049865970568513,0.054922265,0.008209115,0.143204583,0
ACH-000996,HEC-251,HEC251,Uterus,Endometrial Carcinoma,5.229195665543972,-1.612035325,0.022633656,0.005727986,0
ACH-000997,HCT-15,HCT15,Bowel,Colorectal Adenocarcinoma,5.549438148541115,-0.060707497,0.072309263,-0.106288799,0
ACH-000998,CW-2,CW2,Bowel,Colorectal Adenocarcinoma,6.344287029765171,,,,0
ACH-000999,SNU-1040,SNU1040,Bowel,Colorectal Adenocarcinoma,5.690486937714886,,,,0
ACH-001000,1321N1,1321N1,CNS/Brain,Diffuse Glioma,,,,,0
ACH-001001,143B,143B,Bone,Osteosarcoma,4.827925698827859,,0.012606587,0.051675848,0
ACH-001002,451Lu,451LU,Skin,Melanoma,,,,,0
ACH-001007,A673STAG2KO16,A673STAG2KO16,Bone,Ewing Sarcoma,,,,,0
ACH-001008,A673STAG2KO45,A673STAG2KO45,Bone,Ewing Sarcoma,,,,,0
ACH-001009,A673STAG2NT14,A673STAG2NT14,Bone,Ewing Sarcoma,,,,,0
ACH-001010,A673STAG2NT23,A673STAG2NT23,Bone,Ewing Sarcoma,,,,,0
ACH-001015,AZ521,AZ521,Bowel,Small Bowel Cancer,,,,,0
ACH-001016,Becker,BECKER,CNS/Brain,Diffuse Glioma,6.684313818127174,,0.002610718,0.261117897,0
ACH-001017,BGC-823,BGC823,Cervix,Cervical Adenocarcinoma,,,,,0
ACH-001018,BJ hTERT,BJHTERT,Fibroblast,Non-Cancerous,,,,,0
ACH-001019,BroLi,BROLI,Skin,Merkel Cell Carcinoma,2.368215186680511,,,,0
ACH-001020,BT-16,BT16,CNS/Brain,Embryonal Tumor,7.580838921130261,,0.018345534,0.020400053,0
ACH-001021,C3A,C3A,Liver,Hepatoblastoma,,,,,0
ACH-001022,CB-AGPN,CBAGPN,Bone,Ewing Sarcoma,2.8999779789658886,,,,0
ACH-001023,CGTH-W-1,CGTHW1,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,,,0
ACH-001024,CHL-1,CHL1,Skin,Melanoma,,,,,0
ACH-001028,CHLA-06-ATRT,CHLA06ATRT,CNS/Brain,Embryonal Tumor,6.420900045454576,,0.049120323,-0.05735615,0
ACH-001029,CHLA-10,CHLA10,Bone,Ewing Sarcoma,5.385700223115207,,0.019611231,-0.003675455,0
ACH-001030,CHLA-218,CHLA218,Bone,Ewing Sarcoma,5.3007899932788005,,,,0
ACH-001031,CHLA-266,CHLA266,CNS/Brain,Embryonal Tumor,6.355497340845396,,0.074274714,-0.134090053,0
ACH-001032,CHLA-32,CHLA32,Bone,Ewing Sarcoma,5.081595280905023,,,,0
ACH-001033,CHLA-57,CHLA57,CNS/Brain,Embryonal Tumor,5.845311898470556,,0.009724115,0.106339207,0
ACH-001034,CHLA-9,CHLA9,Bone,Ewing Sarcoma,5.558974724234431,,,,0
ACH-001035,CHLA-99,CHLA99,Bone,Ewing Sarcoma,5.055807350822983,,,,0
ACH-001036,CMK-11-5,CMK115,Myeloid,Acute Myeloid Leukemia,7.204727631495162,,0.010632855,0.06038883,0
ACH-001037,CMK-86,CMK86,Myeloid,Acute Myeloid Leukemia,,,,,0
ACH-001038,COG-E-352,COGE352,Bone,Ewing Sarcoma,5.775306072940546,,0.010774299,0.053969491,0
ACH-001039,COLO 205,COLO205,Bowel,Colorectal Adenocarcinoma,,0.601073046,0.016227716,0.03369302,0
ACH-001041,CHL-1-DM,CHL1DM,Skin,Melanoma,5.230187639296431,,0.091828627,-0.149002424,0
ACH-001042,COLO-704,COLO704,Uterus,Endometrial Carcinoma,,,,,0
ACH-001043,COLO 775,COLO775,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-001044,COLO 818,COLO818,Skin,Melanoma,,,,,0
ACH-001045,COLO 849,COLO849,Skin,Melanoma,,,,,0
ACH-001046,COR-L26,CORL26,Lung,Lung Neuroendocrine Tumor,3.467109895126729,,,,0
ACH-001047,COR-L51,CORL51,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-001048,COV504,COV504,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.59719444649708,,0.043308637,-0.074761798,0
ACH-001049,CPC-N,CPCN,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-001050,CW9019,CW9019,Soft Tissue,Rhabdomyosarcoma,5.204050702074495,,0.012362696,0.128623877,0
ACH-001052,D384,D384,CNS/Brain,Embryonal Tumor,,,,,0
ACH-001053,D425,D425,CNS/Brain,Embryonal Tumor,4.757993964599181,,0.010951497,0.070462479,0
ACH-001054,D458,D458,CNS/Brain,Embryonal Tumor,4.393086655023531,,0.007014844,0.064367177,0
ACH-001055,D556,D556,CNS/Brain,Embryonal Tumor,,,,,0
ACH-001057,DERL-2,DERL2,Lymphoid,Mature T and NK Neoplasms,3.3095996768269944,,,,0
ACH-001059,DL,DL,Soft Tissue,Rhabdoid Cancer,7.641553254104693,,,,0
ACH-001060,DL-40,DL40,Lymphoid,Mature T and NK Neoplasms,5.817661626550167,,,,0
ACH-001061,DLD-1,DLD1,Bowel,Colorectal Adenocarcinoma,7.320304149325612,,0.006589536,0.059957312,0
ACH-001063,DOV13,DOV13,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,,,,0
ACH-001064,EB-2,EB2,Lymphoid,Mature B-Cell Neoplasms,5.41805160993676,,,,0
ACH-001065,Evsa-T,EVSAT,Breast,Invasive Breast Carcinoma,,,0.010716478,0.094651742,1
ACH-001066,EWS-834,EWS834,Bone,Ewing Sarcoma,,,,,0
ACH-001067,F5,F5,CNS/Brain,Meningothelial Tumor,6.48767927890162,,0.004579914,0.157865885,0
ACH-001068,FE-PD,FEPD,Lymphoid,Mature T and NK Neoplasms,6.974058891516719,,,,0
ACH-001071,GLC-82,GLC82,Cervix,Cervical Adenocarcinoma,,,,,0
ACH-001072,GR-M,GRM,Pancreas,Pancreatic Adenocarcinoma,,,,,0
ACH-001075,NCI-H292,NCIH292,Lung,Non-Small Cell Lung Cancer,4.167406102414171,-1.781122724,0.008812146,0.062991885,0
ACH-001079,HCC1897,HCC1897,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-001081,HCC2998,HCC2998,Bowel,Colorectal Adenocarcinoma,,,0.017628243,0.073228036,0
ACH-001084,HCT-8,HCT8,Bowel,Colorectal Adenocarcinoma,,,,,0
ACH-001085,HEK-293,HEK293,,Non-Cancerous,4.626958880549244,,,,0
ACH-001086,HeLa,HELA,Cervix,Cervical Adenocarcinoma,5.79363321949189,,,,0
ACH-001087,HK-2,HK2,Kidney,Non-Cancerous,,,,,0
ACH-001088,HLC-1,HLC1,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-001089,HLE,HLE,Liver,Hepatocellular Carcinoma,,,,,0
ACH-001090,HN,HN,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,,,0
ACH-001091,HRT18,HRT18,Bowel,Colorectal Adenocarcinoma,,,,,0
ACH-001093,Hs 604.T,HS604T,Fibroblast,Non-Cancerous,,,,,0
ACH-001094,HTK-,HTK,Bone,Osteosarcoma,,,,,0
ACH-001096,JR,JR,Soft Tissue,Rhabdomyosarcoma,3.5808328926821686,,0.011533719,0.014901076,0
ACH-001097,KARPAS-384,KARPAS384,Lymphoid,Non-Hodgkin Lymphoma,6.417432300401191,,,,0
ACH-001098,KCI-MOH1,KCIMOH1,Pancreas,Pancreatic Adenocarcinoma,6.896647249477367,,0.014691349,0.006349791,0
ACH-001099,KD,KD,Soft Tissue,Rhabdoid Cancer,7.36517634688458,,0.014247558,0.018376024,0
ACH-001100,KHYG-1,KHYG1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,6.055293282791545,,,,0
ACH-001101,KLM-1,KLM1,Pancreas,Pancreatic Adenocarcinoma,,,,,0
ACH-001106,KOPN-8,KOPN8,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,4.847024763685571,,,,0
ACH-001107,KP-1N,KP1N,Pancreas,Pancreatic Adenocarcinoma,,,0.049188877,-0.051545924,0
ACH-001109,KP-MRT-RY,KPMRTRY,Kidney,Rhabdoid Cancer,7.740003324447654,,,,0
ACH-001111,L82,L82,Lymphoid,Mature T and NK Neoplasms,6.204715895540482,,0.006959782,0.14022663,0
ACH-001113,LC-1/sq-SF,LC1SQSF,Lung,Non-Small Cell Lung Cancer,8.86758145765687,,,,0
ACH-001118,M059J,M059J,CNS/Brain,Diffuse Glioma,,,,,0
ACH-001119,Mac-2A,MAC2A,Lymphoid,Mature T and NK Neoplasms,4.691679320430319,,0.004876909,0.261023188,0
ACH-001121,MEC2,MEC2,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-001122,MKL-1,MKL1,Skin,Merkel Cell Carcinoma,,,,,0
ACH-001123,MKL-2,MKL2,Skin,Merkel Cell Carcinoma,,,,,0
ACH-001125,MOG-G-CCM,MOGGCCM,CNS/Brain,Diffuse Glioma,,,,,0
ACH-001126,MOG-G-UVW,MOGGUVW,CNS/Brain,Diffuse Glioma,,,0.001150866,0.329631745,0
ACH-001127,MOLT-4,MOLT4,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,,,,,0
ACH-001128,MON,MON,Soft Tissue,Rhabdoid Cancer,7.506414700577815,,0.001682886,0.3073611,0
ACH-001129,MONO-MAC-1,MONOMAC1,Myeloid,Acute Myeloid Leukemia,5.501244861884553,-0.935321371,0.011240467,0.053504275,0
ACH-001130,MOTN-1,MOTN1,Lymphoid,Mature T and NK Neoplasms,,,,,0
ACH-001131,MS-1,MSDASH1,Skin,Merkel Cell Carcinoma,,,,,0
ACH-001132,MTA,MTA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,5.727678170335673,,,,0
ACH-001134,MYLA,MYLA,Lymphoid,Non-Hodgkin Lymphoma,7.770888496526275,,0.003587904,0.157433073,0
ACH-001136,NCI-H187,NCIH187,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-001137,NCI-H1993,NCIH1993,Lung,Non-Small Cell Lung Cancer,,,0.098320153,-0.154420878,0
ACH-001138,NCI-H2141,NCIH2141,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-001142,NHAHTDD,NHAHTDD,CNS/Brain,Non-Cancerous,5.408154780826457,,,,0
ACH-001143,NKL,NKL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,,,,,0
ACH-001144,OC315,OC315,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,,,,0
ACH-001145,OC 316,OC316,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.419951753326703,,0.015145235,0.014245873,0
ACH-001146,OCI-Ly10,OCILY10,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-001147,OCI-Ly12,OCILY12,Lymphoid,Mature T and NK Neoplasms,4.679378755416301,,,,0
ACH-001148,OCILY-132,OCILY132,Lymphoid,Mature B-Cell Neoplasms,5.0019013006903945,,,,0
ACH-001150,OUMS-27,OUMS27,Bone,Chondrosarcoma,7.500172648399904,,,,0
ACH-001151,OVCAR-5,OVCAR5,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.44614041256557,,0.025096985,0.020297908,0
ACH-001162,PCM6,PCM6,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-001163,CCLF_PEDS_0001_T,CCLFPEDS0001T,Kidney,Renal Cell Carcinoma,8.230592114963574,,0.02357494,-0.010931309,0
ACH-001164,CCLF_PEDS_0003_T,CCLFPEDS0003T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,6.665961186415419,,0.024763893,-0.070943653,0
ACH-001164,CCLF_PEDS_0003_T,CCLFPEDS0003T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,5.635525143563048,,0.024763893,-0.070943653,0
ACH-001170,PeTa,PETA,Skin,Merkel Cell Carcinoma,,,,,0
ACH-001171,PL45,PL45,Pancreas,Pancreatic Adenocarcinoma,,0.046261607,,,0
ACH-001172,U-251 MG DM,U251MGDM,CNS/Brain,Diffuse Glioma,7.303725961249209,,0.015624186,0.016356897,0
ACH-001172,U-251 MG DM,U251MGDM,CNS/Brain,Diffuse Glioma,7.696369466032446,,0.015624186,0.016356897,0
ACH-001175,RCC-4,RCC4,Kidney,Renal Cell Carcinoma,,,,,0
ACH-001182,RPMI 6666,RPMI6666,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,,,,,0
ACH-001183,RT112/84,RT11284,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.392071800215238,,0.017532749,0.00234231,0
ACH-001184,SCMC-RM2,SCMCRM2,Soft Tissue,Rhabdomyosarcoma,2.877202401498591,,0.012636191,0.027092538,0
ACH-001188,SH-SY5Y,SHSY5Y,Peripheral Nervous System,Neuroblastoma,3.5849745231297367,,0.029313775,-0.054956537,0
ACH-001189,SJRH-30,SJRH30,Soft Tissue,Rhabdomyosarcoma,,,,,0
ACH-001190,SK-MEL-2,SKMEL2,Skin,Melanoma,5.823354500960933,-0.316333524,0.010335762,0.105199553,0
ACH-001192,SK-NEP-1,SKNEP1,Bone,Ewing Sarcoma,3.793646223738687,,0.017022216,0.006633326,0
ACH-001192,SK-NEP-1,SKNEP1,Bone,Ewing Sarcoma,3.8453997228619503,,0.017022216,0.006633326,0
ACH-001193,SK-PN-DW,SKPNDW,Bone,Ewing Sarcoma,4.836711885818343,,0.011273627,0.061740788,0
ACH-001194,SK-RC-31,SKRC31,Kidney,Renal Cell Carcinoma,7.5351976012068445,,0.031497491,-0.002084144,0
ACH-001196,SMS-CTR,SMSCTR,Soft Tissue,Rhabdomyosarcoma,5.536655969947637,,0.020189871,-0.021618109,0
ACH-001197,SMZ-1,SMZ1,Lymphoid,Non-Hodgkin Lymphoma,6.8536339303601865,,0.009669705,0.061814381,0
ACH-001198,SNB19,SNB19,CNS/Brain,Diffuse Glioma,,-0.681323829,,,0
ACH-001199,SNUC2B,SNUC2B,Bowel,Colorectal Adenocarcinoma,,,,,0
ACH-001200,STM91-01,STM9101,Kidney,Rhabdoid Cancer,5.809023361194049,,,,0
ACH-001201,SU-MB-002,SUMB002,CNS/Brain,Embryonal Tumor,3.0631284142416533,,,,0
ACH-001203,SUP-HD1,SUPHD1,Lymphoid,Hodgkin Lymphoma,,,,,0
ACH-001205,TC-32,TC32,Bone,Ewing Sarcoma,,,0.009471756,0.068550944,0
ACH-001206,TTC-466,TTC466,Bone,Ewing Sarcoma,,,,,0
ACH-001207,TIG-3 TD,TIG3TD,Fibroblast,Non-Cancerous,6.017581231447822,,,,0
ACH-001208,TK-10,TK10,Kidney,Renal Cell Carcinoma,,,,,0
ACH-001209,TOM-1,TOM1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,5.517382788866321,,,,0
ACH-001210,TTC-1240,TTC1240,Kidney,Rhabdoid Cancer,7.16009327279004,,,,0
ACH-001211,TTC-549,TTC549,Soft Tissue,Rhabdoid Cancer,6.4861962739873205,,0.007124006,0.097757996,0
ACH-001212,TTC-642,TTC642,Soft Tissue,Rhabdoid Cancer,,,,,0
ACH-001214,U-138 MG,U138MG,CNS/Brain,Diffuse Glioma,,,,,0
ACH-001224,UM-RC-2,UMRC2,Kidney,Renal Cell Carcinoma,,,,,0
ACH-001225,UM-RC-6,UMRC6,Kidney,Renal Cell Carcinoma,,,,,0
ACH-001227,UPCI-SCC-090,UPCISCC090,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.518448587272489,,0.011746401,0.127390664,0
ACH-001228,UPCI-SCC-152,UPCISCC152,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.38762964355904,,0.028592445,-0.030900928,0
ACH-001229,UPCI-SCC-154,UPCISCC154,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.9913064177660935,,0.017619889,0.00580349,0
ACH-001230,UT-7,UT7,Myeloid,Acute Myeloid Leukemia,,,,,0
ACH-001232,UW228,UW228,CNS/Brain,Embryonal Tumor,7.459956139654124,,0.045363436,-0.092402415,0
ACH-001233,VMRC-LCD,VMRCLCD,Lung,Non-Small Cell Lung Cancer,,,0.010776917,0.179383664,0
ACH-001234,VMRC-LCP,VMRCLCP,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-001239,WM-266-4,WM2664,Skin,Melanoma,5.798066072142736,-0.106530919,0.010766944,0.059137768,0
ACH-001249,YMB-1,YMB1,Breast,Invasive Breast Carcinoma,,,,,1
ACH-001270,1273/99,127399,Soft Tissue,Synovial Sarcoma,6.614319674844194,,0.003343808,0.273080127,0
ACH-001272,Fuji,FUJI,Soft Tissue,Synovial Sarcoma,,,,,0
ACH-001274,SW982,SW982,Soft Tissue,Synovial Sarcoma,6.05994142645623,,0.097199247,-0.175996427,0
ACH-001275,SYO-1,SYO1,Bone,Osteosarcoma,6.557217072527312,,0.007877791,0.058419283,0
ACH-001277,Yamato,YAMATO,Soft Tissue,Synovial Sarcoma,5.370746682485418,,0.040354523,-0.106532824,0
ACH-001278,BIN-67,BIN67,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.214921332418771,,0.026169333,-0.05543973,0
ACH-001279,SCCOHT-1,SCCOHT1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.42899322824764,,0.007309795,0.088649355,0
ACH-001280,SCS-214,SCS214,Soft Tissue,Synovial Sarcoma,6.076137905568651,,0.022174305,0.023752073,0
ACH-001282,CHLA-258,CHLA258,Bone,Ewing Sarcoma,,,,,0
ACH-001283,TC-106,TC106,Bone,Ewing Sarcoma,4.63897162095707,,0.010083464,0.038446857,0
ACH-001289,COG-AR-359,COGAR359,CNS/Brain,Embryonal Tumor,2.4402692138751303,,0.069509884,-0.164046714,0
ACH-001295,Y-79,Y79,Eye,Retinoblastoma,3.699440583372368,,0.015714117,0.052810998,0
ACH-001300,CHLA-15,CHLA15,Peripheral Nervous System,Neuroblastoma,1.2490994168941914,,0.022533948,-0.033864888,0
ACH-001301,COG-N-278,COGN278,Peripheral Nervous System,Neuroblastoma,5.261384131283603,,0.005931148,0.185389747,0
ACH-001302,COG-N-305,COGN305,Peripheral Nervous System,Neuroblastoma,3.429581151650805,,0.037679363,-0.098547815,0
ACH-001303,NB-1643,NB1643,Peripheral Nervous System,Neuroblastoma,3.0758235367792257,,0.032982577,-0.055693418,0
ACH-001306,8305C,8305C,Thyroid,Anaplastic Thyroid Cancer,5.72141094124824,-1.659291526,0.01185113,0.07208031,0
ACH-001307,8505C,8505C,Thyroid,Anaplastic Thyroid Cancer,5.602569712517103,0.904680833,0.042461815,-0.083068982,0
ACH-001310,HA1E,HA1E,Kidney,Non-Cancerous,5.679254880749825,,0.042966389,-0.087579193,0
ACH-001318,PLC/PRF/5,PLCPRF5,Liver,Hepatocellular Carcinoma,6.701216344859291,,0.030346127,-0.063177032,0
ACH-001321,TT,TT,Thyroid,Medullary Thyroid Cancer,4.701543512370384,,,,0
ACH-001322,CME-1,CME1,Soft Tissue,Synovial Sarcoma,7.432366511459287,,0.054387534,-0.130006809,0
ACH-001328,A-431,A431,Skin,Cutaneous Squamous Cell Carcinoma,6.603196068425719,,0.014883411,0.028026104,0
ACH-001329,ANGM-CSS,ANGMCSS,CNS/Brain,Diffuse Glioma,6.298293563776572,,0.049929414,-0.055572536,0
ACH-001331,BICR 10,BICR10,Head and Neck,Head and Neck Squamous Cell Carcinoma,,,0.005702587,0.133540617,0
ACH-001332,BICR 78,BICR78,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.573162421110068,,0.014195611,0.032541345,0
ACH-001333,C-33 A,C33A,Cervix,Cervical Squamous Cell Carcinoma,4.433693926069589,,0.037787632,-0.093250584,0
ACH-001334,C-4 I,C4I,Cervix,Cervical Squamous Cell Carcinoma,8.300709471650096,,0.004371946,0.104025859,0
ACH-001335,C-4 II,C4II,Cervix,Cervical Squamous Cell Carcinoma,8.47852291471836,,0.039616019,-0.082775121,0
ACH-001336,Ca Ski,CASKI,Cervix,Cervical Squamous Cell Carcinoma,6.431863611658878,,0.023503804,-0.011853405,0
ACH-001338,CHP-134,CHP134,Peripheral Nervous System,Neuroblastoma,2.694117981133314,,0.028109556,-0.060906336,0
ACH-001339,Colo 794,COLO794,Skin,Melanoma,5.143752578271143,,,,0
ACH-001340,COV413A,COV413A,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.761104393175714,,0.026686977,0.000143738,0
ACH-001341,DoTc2 4510,DOTC24510,Cervix,Mixed Cervical Carcinoma,6.341185213568444,,0.012833269,0.097427555,0
ACH-001344,GI-ME-N,GIMEN,Peripheral Nervous System,Neuroblastoma,5.773376613568907,,0.017628285,0.052299892,0
ACH-001345,GP5d,GP5D,Bowel,Colorectal Adenocarcinoma,5.752111652940913,,0.009598794,0.089585147,0
ACH-001346,H103,H103,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.1658617049469,,0.045297561,-0.097316311,0
ACH-001347,H157,H157,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.862436512991308,,0.003642105,0.166855568,0
ACH-001349,HD-MB03,HDMB03,CNS/Brain,Embryonal Tumor,4.118019114025975,,,,0
ACH-001350,HTC-C3,HTCC3,Thyroid,Anaplastic Thyroid Cancer,5.666589025052659,,,,0
ACH-001353,JOPACA-1,JOPACA1,Pancreas,Pancreatic Adenocarcinoma,6.127732317175947,,0.017641282,0.057336138,0
ACH-001354,LAN-2,LAN2,Peripheral Nervous System,Neuroblastoma,3.070164318618961,,0.003281182,0.235373812,0
ACH-001355,LAN-6,LAN6,Peripheral Nervous System,Neuroblastoma,,,,,0
ACH-001356,MB-1,MB1,Thyroid,Anaplastic Thyroid Cancer,4.750183066370258,,0.06299179,-0.122636653,0
ACH-001357,MCF 10A,MCF10A,Breast,Non-Cancerous,,,,,1
ACH-001358,MDA-MB-330,MDAMB330,Breast,Invasive Breast Carcinoma,,,,,1
ACH-001359,ME-180,ME180,Cervix,Cervical Squamous Cell Carcinoma,,,,,0
ACH-001360,MS751,MS751,Cervix,Cervical Squamous Cell Carcinoma,6.36624876608322,,0.056807272,-0.088132532,0
ACH-001362,NCI-H1770,NCIH1770,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-001363,NCI-H2135,NCIH2135,Lung,Non-Small Cell Lung Cancer,,,,,0
ACH-001364,NCI-H345,NCIH345,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-001365,NCI-H847,NCIH847,Lung,Lung Neuroendocrine Tumor,,,,,0
ACH-001366,NGP,NGP,Peripheral Nervous System,Neuroblastoma,1.4806477216152791,,0.012458684,0.033346282,0
ACH-001367,NMB,NMB,Peripheral Nervous System,Neuroblastoma,2.037122126858536,,0.010803346,0.058516699,0
ACH-001368,OAC-M5.1,OACM51,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.260712579677915,,0.003112852,0.145220113,0
ACH-001369,OCI-C5x,OCIC5X,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.481411970622709,,,,0
ACH-001370,OCI-P5x,OCIP5X,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.71252975170307,,0.012795021,0.026634058,0
ACH-001373,OV17R,OV17R,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.149015426644728,,,,0
ACH-001374,PA-1 [PA1],PA1,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor,4.841334127123946,,0.010041559,0.138957014,0
ACH-001375,PACADD-119,PACADD119,Pancreas,Pancreatic Adenocarcinoma,7.285485448867611,,0.00790116,0.144965179,0
ACH-001376,PACADD-135,PACADD135,Pancreas,Pancreatic Adenocarcinoma,6.367916167177446,,0.006040956,0.221503845,0
ACH-001377,PACADD-137,PACADD137,Pancreas,Pancreatic Adenocarcinoma,6.66792050211561,,0.174532365,-0.269789343,0
